Symbol,Rate,Change %,Change,Day Low,Day High,Base Currency,Quote Currency,Timestamp
ARS/JPY,0.14877,1.89962,0.00277345,0.145,0.14905,ARS,JPY,1733758909
ARS/MXN,0.01983832,-0.24278,-0.000048280878,0.0198001,0.01993896,ARS,MXN,1733758909
ARS/PEN,0.0036714,-0.50503,-0.000018635676,0.00366969,0.00369378,ARS,PEN,1733746797
ARS/SGD,0.00131714,-0.64384,-0.000008535196,0.00131714,0.00132706,ARS,SGD,1733758909
ARS/USD,0.000984517472,-0.3176,-0.000003136828,0.000982678817,0.0009876543,ARS,USD,1733758909
ARS/XAG,0.000030505522,-3.91066,-0.000001241517,0.000030505522,0.000031834866,ARS,XAG,1733758887
ARS/XAU,0.000000368232,-1.45937,-0.000000005453,0.000000367849,0.000000374022,ARS,XAU,1733758887
ARS/ZAR,0.0174734,-1.67867,-0.000298329419,0.0174633,0.01778708,ARS,ZAR,1733758902
AUD/AED,2.37562,1.44402,0.03381615,2.30263,2.37562,AUD,AED,1733758854
AUD/ARS,657.208,1.58779,10.272,646.0602,657.208,AUD,ARS,1733758909
AUD/BGN,1.19598,19.59795,0.19598,1.18162,1.19646,AUD,BGN,1733758917
AUD/BRL,3.92564,0.77897,0.03034328,3.8803,3.96453,AUD,BRL,1733758886
AUD/CAD,0.91341,1.09349,0.00988,0.90291,0.91352,AUD,CAD,1733758919
AUD/CHF,0.5681,1.15666,0.0064959,0.55833,0.56846,AUD,CHF,1733758917
AUD/CLP,629.5814,0.9948,6.2014,620.54587,629.95299,AUD,CLP,1733758917
AUD/CNH,4.69661,1.03061,0.04791,4.6454,4.69936,AUD,CNH,1733758917
AUD/CNY,4.69825,-1.33674,-0.06365422,4.64315,4.80769,AUD,CNY,1733758888
AUD/CZK,15.3326,1.31897,0.1996,15.126,15.3435,AUD,CZK,1733758917
AUD/DKK,4.5581,1.10014,0.0496,4.5076,4.5613,AUD,DKK,1733758917
AUD/EUR,0.61112,1.11185,0.00672,0.6029,0.6115,AUD,EUR,1733758917
AUD/FJD,1.47453,-0.49725,-0.00736871,1.45246,1.4822,AUD,FJD,1733725850
AUD/GBP,0.50568,0.83437,0.00418436,0.49665,0.50604,AUD,GBP,1733758919
AUD/HKD,5.0296,1.2379,0.0615,4.9409,5.02982,AUD,HKD,1733758917
AUD/HUF,251.48,0.65642,1.64,249.04,251.99,AUD,HUF,1733758917
AUD/IDR,10245.12666,1.17145,118.62666,10116.12701,10266.2612,AUD,IDR,1733758906
AUD/ILS,2.30526,0.84258,0.01926139,2.26535,2.30666,AUD,ILS,1733758917
AUD/INR,54.90871,1.50047,0.81171,53.63776,54.90871,AUD,INR,1733758910
AUD/JPY,97.776,2.003,1.92,95.6,97.78995,AUD,JPY,1733758918
AUD/KRW,924.06493,1.54448,14.05493,910.1,925.71618,AUD,KRW,1733758894
AUD/LTL,1.89828,89.82825,0.89828,1.87069,1.89828,AUD,LTL,1733758917
AUD/MAD,6.46149,1.5447,0.09829267,6.3546,6.46149,AUD,MAD,1733758917
AUD/MXN,13.03858,1.05622,0.13628,12.87739,13.03905,AUD,MXN,1733758917
AUD/MYR,2.8605,1.31761,0.0372,2.8214,2.8605,AUD,MYR,1733758761
AUD/NOK,7.1638,0.50788,0.0362,7.1268,7.17655,AUD,NOK,1733758917
AUD/NZD,1.09895,0.31767,0.00348,1.09214,1.10144,AUD,NZD,1733758920
AUD/PGK,2.60617,2.41542,0.06146524,2.5371,2.60617,AUD,PGK,1733746745
AUD/PHP,37.53011,1.54799,0.57211,36.71345,37.57939,AUD,PHP,1733758906
AUD/PKR,179.682,1.18882,2.111,177.282,181.32366,AUD,PKR,1733758761
AUD/PLN,2.6017,1.09578,0.0282,2.5674,2.60344,AUD,PLN,1733758917
AUD/SEK,7.0492,0.95091,0.0664,6.9716,7.0527,AUD,SEK,1733758917
AUD/SGD,0.86555,1.22208,0.01045,0.8546,0.8659,AUD,SGD,1733758920
AUD/THB,21.78715,0.11558,0.02515289,21.31837,21.82004,AUD,THB,1733758869
AUD/TRY,22.5438,1.58251,0.3512,22.1508,22.55195,AUD,TRY,1733758917
AUD/TWD,20.9687,1.40095,0.2897,20.667,20.97057,AUD,TWD,1733758908
AUD/USD,0.64718,1.25747,0.008037,0.6377,0.64718,AUD,USD,1733758917
AUD/XAG,0.02005133,-3.75361,-0.000782001925,0.02002002,0.02070822,AUD,XAG,1733758917
AUD/XAU,0.000242030832,-0.23489,-0.000000569847,0.000241408862,0.000243409683,AUD,XAU,1733758917
AUD/ZAR,11.4781,-0.24942,-0.0287,11.45764,11.54606,AUD,ZAR,1733758917
AWG/GBP,0.43223,-0.37604,-0.00163147,0.43223,0.43472,AWG,GBP,1733758761
AWG/USD,0.55866,0,0,0.55866,0.55866,AWG,USD,1733758183
BAM/EUR,0.51289,0.63547,0.00323864,0.51129,0.51315,BAM,EUR,1733728761
BAM/GBP,0.42319,-0.22006,-0.000933324484,0.42314,0.44128,BAM,GBP,1733758761
BAM/USD,0.54133,0.10285,0.0005562,0.53897,0.56062,BAM,USD,1733758761
BBD/BMD,0.49618,-50.38172,-0.50382,0.49618,0.50809,BBD,BMD,1733746788
BBD/EUR,0.47286,-0.09930017,-0.000470015479,0.47266,0.47492,BBD,EUR,1733758761
BBD/GBP,0.39045,-0.37762,-0.00148,0.39045,0.39264,BBD,GBP,1733758761
BBD/USD,0.5,0,0,0.48233,0.5,BBD,USD,1733756412
BDT/EUR,0.007827,-0.0893541,-0.000007,0.007822,0.00803213,BDT,EUR,1733758761
BDT/GBP,0.0065112,-0.36725,-0.0000240002,0.00645523,0.0065716,BDT,GBP,1733758761
BDT/JPY,1.2548,0.77096,0.0096,1.23279,1.26056,BDT,JPY,1733758761
BDT/USD,0.00834237,0.00834237,0.000000695893,0.00822308,0.00840336,BDT,USD,1733758183
BGN/AUD,0.83613,-1.10304,-0.00932578,0.83541,0.84584,BGN,AUD,1733758917
BGN/CAD,0.76384,-0.3261,-0.00249905,0.76169,0.76717,BGN,CAD,1733758917
BGN/CNY,3.9288,30.95985,0.9288,3.92157,3.93482,BGN,CNY,1733758888
BGN/DKK,3.81325,27.10817,0.81325,3.79357,3.81331,BGN,DKK,1733757638
BGN/EUR,0.5057,-0.37431,-0.0019,0.5057,0.51393,BGN,EUR,1733758761
BGN/GBP,0.42199,-0.52567,-0.00223,0.42199,0.42571,BGN,GBP,1733758761
BGN/USD,0.54065,-0.06482065,-0.000350677587,0.53677,0.541,BGN,USD,1733757638
BHD/AED,9.74893,-100,,9.73274,9.96394,BHD,AED,1733758854
BHD/EUR,2.50641,0.01226436,0.000307357154,2.48756,2.5145,BHD,EUR,1733758855
BHD/GBP,2.07325,-0.62934,-0.01313035,2.0685,2.14429,BHD,GBP,1733758855
BHD/PKR,736.82,0.01357368,0.1,736.43,736.82,BHD,PKR,1733758761
BHD/USD,2.65257,0.02835423,0.000751902186,2.55928,2.65299,BHD,USD,1733758855
BIF/EUR,0.000325522953,-0.10905,-0.000000355371,0.000320143424,0.000326965142,BIF,EUR,1733758761
BIF/GBP,0.000269292085,-0.38428,-0.000001038827,0.000264897874,0.000270815561,BIF,GBP,1733758761
BIF/USD,0.00034624123,-0.00864929,-0.00000002995,0.000334262544,0.00034627118,BIF,USD,1733758411
BMD/BBD,2.01539,101.53861,1.01539,1.96817,2.01539,BMD,BBD,1733746788
BMD/CAD,1.40825,-0.87331,-0.01240676,1.40572,1.42227,BMD,CAD,1733758917
BMD/EUR,0.9447,-0.09517766,-0.0009,0.9443,0.95039,BMD,EUR,1733758761
BMD/GBP,0.77961,-0.60592,-0.00475256,0.77961,0.78703,BMD,GBP,1733758879
BMD/KYD,0.83339,0.28466,0.00236556,0.83102,0.83339,BMD,KYD,1733746745
BMD/USD,1,0,0,1,1,BMD,USD,1733756412
BND/EUR,0.70676,0.14842,0.00104743,0.70507,0.70741,BND,EUR,1733758761
BND/GBP,0.58459,-0.12861,-0.000752808736,0.58459,0.58589,BND,GBP,1733758761
BND/USD,0.74766,0.28411,0.00211818,0.74438,0.74794,BND,USD,1733758920
BOB/EUR,0.1387,-0.27739,-0.000385803213,0.13693,0.14079,BOB,EUR,1733758761
BOB/GBP,0.11276,-0.51984,-0.000589255019,0.11021,0.11358,BOB,GBP,1733758761
BOB/USD,0.14577,-0.14577,-0.000212806708,0.14039,0.14599,BOB,USD,1733758183
BRL/ARS,167.4486,0.72514,1.2055,164.50706,168.2276,BRL,ARS,1733758911
BRL/AUD,0.2548,-0.7479,-0.00192,0.25191,0.25749,BRL,AUD,1733758896
BRL/CAD,0.23268,0.07452438,0.000173276239,0.22959,0.23382,BRL,CAD,1733758886
BRL/CHF,0.1446,0.39575,0.00057,0.1427,0.14571,BRL,CHF,1733758916
BRL/CLP,160.3917,0.23855,0.3817,158.2235,160.81563,BRL,CLP,1733758917
BRL/COP,725.98,0.70467,5.08,719,732.09,BRL,COP,1733758911
BRL/EUR,0.1557,0.38685,0.0006,0.1535,0.1567,BRL,EUR,1733758886
BRL/GBP,0.12882,0.15917,0.000204722213,0.1273,0.1299,BRL,GBP,1733758913
BRL/HKD,1.28123,0.5043,0.00642883,1.26276,1.28743,BRL,HKD,1733758886
BRL/JPY,24.91032,1.22442,0.30132,24.43321,25.00249,BRL,JPY,1733758913
BRL/KRW,235.43825,0.67487,1.57825,229.03815,237.16915,BRL,KRW,1733758894
BRL/MXN,3.3216,0.24748,0.0082,3.27163,3.3376,BRL,MXN,1733758917
BRL/PEN,0.6129,0.31097,0.0019,0.6075,0.6168,BRL,PEN,1733758896
BRL/RSD,18.20971,1.16504,0.20971,17.98011,18.30578,BRL,RSD,1733758855
BRL/RUB,16.56783,0.75307,0.12383,16.07615,16.66132,BRL,RUB,1733758886
BRL/SEK,1.79611,0.1622,0.00290849,1.7696,1.80791,BRL,SEK,1733758886
BRL/SGD,0.22051,0.28095,0.0006177895,0.21748,0.22182,BRL,SGD,1733758886
BRL/USD,0.1649,0.41721,0.00068514,0.1626,0.16566,BRL,USD,1733758918
BRL/XAG,0.00510803,-3.45814,-0.000182970352,0.00510803,0.0053166,BRL,XAG,1733758887
BRL/XAU,0.000061658934,-0.92026,-0.000000572693,0.000061218243,0.000062337921,BRL,XAU,1733758887
BRL/ZAR,2.92544,-0.903,-0.02665737,2.89982,2.96102,BRL,ZAR,1733758886
BSD/EUR,0.94393,-0.10383,-0.000981124047,0.94393,0.95247,BSD,EUR,1733758761
BSD/GBP,0.7807,-0.37474,-0.00293658,0.77727,0.78505,BSD,GBP,1733758761
BSD/USD,1,0,0,0.99013,1,BSD,USD,1733758216
BTN/EUR,0.0111664,-1.05455,-0.000119010783,0.0111664,0.01129249,BTN,EUR,1733746744
BTN/GBP,0.00924073,-1.56588,-0.000147000381,0.00913702,0.00938773,BTN,GBP,1733746744
BWP/CHF,0.06485203,0.63154,0.000406998869,0.06369679,0.06485203,BWP,CHF,1733746743
BWP/EUR,0.06983624,0.5996,0.000416243153,0.069056,0.06983624,BWP,EUR,1733746743
BWP/GBP,0.05778495,0.41,0.000235951853,0.05687551,0.05778495,BWP,GBP,1733746743
BWP/USD,0.07376383,0.32176,0.000236583468,0.07245159,0.07376383,BWP,USD,1733746743
BWP/ZAR,1.31188,-0.41871,-0.00551605,1.30758,1.32236,BWP,ZAR,1733758917
BZD/EUR,0.46926,-0.10324,-0.00048495827,0.46926,0.48068,BZD,EUR,1733758761
BZD/GBP,0.38817,-0.37652,-0.00146707,0.38817,0.39773,BZD,GBP,1733758761
BZD/USD,0.50055,0,0,0.48312,0.50058,BZD,USD,1733758183
CAD/AED,2.60176,0.47357,0.01226308,2.5863,2.60892,CAD,AED,1733758917
CAD/ARS,719.46041,0.59311,4.24201,714.50658,720.74746,CAD,ARS,1733758909
CAD/AUD,1.09468,-0.93394,-0.01032,1.09467,1.1062,CAD,AUD,1733758917
CAD/BGN,1.30917,0.32717,0.00426922,1.3035,1.31272,CAD,BGN,1733758917
CAD/BMD,0.7101,0.88101,0.0062014,0.7031,0.7113,CAD,BMD,1733758917
CAD/BRL,4.2977,-0.074304,-0.00319574,4.27142,4.34986,CAD,BRL,1733758886
CAD/CHF,0.62149,0.24517,0.00152,0.619,0.62379,CAD,CHF,1733758920
CAD/CNY,5.14335,0.16259,0.00834893,5.1323,5.15373,CAD,CNY,1733758888
CAD/COP,3105.1,-0.14792,-4.6,3087.23978,3126.3,CAD,COP,1733758761
CAD/CZK,16.79033,0.22284,0.0373325,16.745,16.84394,CAD,CZK,1733758917
CAD/DKK,4.9898,0.1988,0.0099,4.9775,5.0052,CAD,DKK,1733758917
CAD/EUR,0.66912,0.15192,0.001015,0.668,0.6712,CAD,EUR,1733758917
CAD/GBP,0.55347,-0.07763134,-0.00043,0.5528,0.5555,CAD,GBP,1733758917
CAD/HKD,5.50585,0.21934,0.01205,5.48743,5.5161,CAD,HKD,1733758919
CAD/HUF,275.47982,-0.27519,-0.76018,274.64,277.56997,CAD,HUF,1733758917
CAD/IDR,11215.74863,0.22473,25.14863,11177.58133,11299.43503,CAD,IDR,1733758906
CAD/ILS,2.5236,-0.15018,-0.00379568,2.50346,2.53133,CAD,ILS,1733758917
CAD/INR,60.10699,0.19836,0.11899,59.29937,60.35003,CAD,INR,1733758910
CAD/ISK,97.377,0,0,97.302,98.092,CAD,ISK,1733502862
CAD/JPY,107.028,1.01365,1.074,105.748,107.1255,CAD,JPY,1733758919
CAD/KRW,1011.61658,0.04887996,0.49424,1005.57,1021.45046,CAD,KRW,1733758894
CAD/KWD,0.21771,0.09529357,0.000207263519,0.21646,0.21808,CAD,KWD,1733758895
CAD/KYD,0.59069,2.42632,0.01399258,0.5761,0.59178,CAD,KYD,1733758917
CAD/MXN,14.2661,0.01261892,0.0018,14.20682,14.29565,CAD,MXN,1733758917
CAD/MYR,3.1292,0.39462,0.0123,3.1153,3.13873,CAD,MYR,1733758761
CAD/NOK,7.8439,-0.39998,-0.0315,7.8421,7.96813,CAD,NOK,1733758917
CAD/NZD,1.20321,-0.72674,-0.00880821,1.20301,1.21615,CAD,NZD,1733758920
CAD/PEN,2.6336,0.27414,0.0072,2.6241,2.64514,CAD,PEN,1733758761
CAD/PKR,196.819,0.26899,0.528,196.045,196.819,CAD,PKR,1733758761
CAD/PLN,2.8481,0.08433777,0.0024,2.8416,2.86179,CAD,PLN,1733758917
CAD/RUB,71.20497,0.57057,0.40397,69.84441,71.361,CAD,RUB,1733758885
CAD/SAR,2.66104,0.52659,0.0139393,2.6439,2.66472,CAD,SAR,1733758855
CAD/SEK,7.7169,-0.04533444,-0.0035,7.6973,7.7412,CAD,SEK,1733758917
CAD/SGD,0.94758,-0.0124874,-0.000118343075,0.94567,0.95004,CAD,SGD,1733758917
CAD/THB,23.85722,-0.86341,-0.20778,23.56071,24.077,CAD,THB,1733758869
CAD/TRY,24.65873,0.50225,0.12323,24.4737,24.70503,CAD,TRY,1733758917
CAD/TWD,22.95411,0.1838,0.04211161,22.88062,23.05741,CAD,TWD,1733758908
CAD/USD,0.70838,0.26352,0.00186184,0.7054,0.70977,CAD,USD,1733758919
CAD/VND,17976.98691,0.3001,53.78691,17848.9,18007.0879,CAD,VND,1733758907
CAD/XAG,0.02194667,-5.62932,-0.00130914,0.02194667,0.02285714,CAD,XAG,1733758887
CAD/XAU,0.000264918207,-1.13253,-0.000003034634,0.000264819989,0.000268297918,CAD,XAU,1733758887
CAD/ZAR,12.57096,-1.18257,-0.15044,12.5634,12.82051,CAD,ZAR,1733758917
CDF/EUR,0.000332327489,-0.10036,-0.000000333869,0.000330884786,0.000333770573,CDF,EUR,1733758761
CDF/GBP,0.000274920892,-0.37582,-0.000001037097,0.000271371708,0.000276452342,CDF,GBP,1733758761
CDF/USD,0.00035221066,0,0,0.000345690277,0.00035221066,CDF,USD,1733758571
CHF/AED,4.1831,0.10769,0.0045,4.1713,4.18335,CHF,AED,1733758761
CHF/ARS,1157.32415,0.4413,5.08485,1150.0862,1157.39854,CHF,ARS,1733758909
CHF/AUD,1.76024,-1.14343,-0.02036,1.75778,1.79106,CHF,AUD,1733758917
CHF/BRL,6.91467,-0.21695,-0.01503421,6.85432,6.997,CHF,BRL,1733758886
CHF/BWP,15.42164,-0.61518,-0.09545737,15.24935,15.4678,CHF,BWP,1733746743
CHF/CAD,1.60904,-0.24457,-0.00394493,1.60289,1.61551,CHF,CAD,1733758920
CHF/CLP,1108.7976,-0.16319,-1.8124,1101.58134,1111.16,CHF,CLP,1733758917
CHF/CNY,8.2753,0.03863794,0.00319617,8.2541,8.28038,CHF,CNY,1733758888
CHF/CZK,27.007,0.08152677,0.022,26.9377,27.07093,CHF,CZK,1733758917
CHF/DKK,8.028,-0.02739658,-0.0022,8.0145,8.07624,CHF,DKK,1733758917
CHF/EUR,1.07662,-0.0602909,-0.000649497491,1.07434,1.07917,CHF,EUR,1733758919
CHF/GBP,0.89047,-0.24924,-0.002225,0.8894,0.89329,CHF,GBP,1733758917
CHF/HKD,8.85863,0.06812605,0.00603093,8.83199,8.85928,CHF,HKD,1733758917
CHF/HUF,443.054,-0.50438,-2.246,441.68467,446.62842,CHF,HUF,1733758917
CHF/IDR,18042.90109,0.04325506,7.80109,17941.47,18214.93625,CHF,IDR,1733758906
CHF/ILS,4.06006,-0.30544,-0.01243907,4.03062,4.08463,CHF,ILS,1733758917
CHF/INR,96.70835,0.37609,0.36235,95.56852,96.71587,CHF,INR,1733758910
CHF/ISK,157.08451,0.05829016,0.09151147,156.65387,158.99879,CHF,ISK,1733758898
CHF/JPY,172.19,0.85338,1.457,170.16652,172.38407,CHF,JPY,1733758920
CHF/KRW,1627.61478,0.40125,6.50478,1620.27073,1650.16502,CHF,KRW,1733758894
CHF/MXN,22.9506,-0.13185,-0.0303,22.85199,23.05741,CHF,MXN,1733758917
CHF/MYR,5.0395,0.22473,0.0113,5.02216,5.05561,CHF,MYR,1733758761
CHF/NOK,12.61948,-0.59566,-0.07562,12.6118,12.76324,CHF,NOK,1733758917
CHF/NZD,1.93553,-0.8186,-0.015975,1.93538,1.95731,CHF,NZD,1733758916
CHF/PKR,316.23515,-0.01986935,-0.06284635,315.56,317.51246,CHF,PKR,1733758917
CHF/PLN,4.5829,-0.18295,-0.0084,4.57317,4.606,CHF,PLN,1733758917
CHF/RON,5.35351,0.05820668,0.00311429,5.33803,5.3565,CHF,RON,1733758882
CHF/RSD,125.93845,0.06185331,0.07784895,124.78239,126.0851,CHF,RSD,1733758855
CHF/RUB,114.56433,0.37967,0.43333,112.24557,114.685,CHF,RUB,1733758917
CHF/SEK,12.41548,-0.23961,-0.02982,12.3802,12.4626,CHF,SEK,1733758917
CHF/SGD,1.5244,-0.17027,-0.0026,1.52089,1.529,CHF,SGD,1733758920
CHF/SZL,20.2276,-1.35044,-0.2769,20.1935,20.522,CHF,SZL,1733758761
CHF/THB,38.37805,-0.99819,-0.38695,37.94114,38.771,CHF,THB,1733758869
CHF/TRY,39.70902,0.4422,0.17482,39.43734,39.70926,CHF,TRY,1733758917
CHF/TWD,36.92628,0.05222914,0.01927621,36.8297,36.993,CHF,TWD,1733758908
CHF/USD,1.13971,0.0797772,0.0009085,1.13537,1.13977,CHF,USD,1733758920
CHF/UZS,14621.08,0.08378489,12.24,14616.18,14621.08,CHF,UZS,1733729361
CHF/ZAR,20.2223,-1.32961,-0.2725,20.19074,20.5153,CHF,ZAR,1733758917
CLP/ARS,1.04132,4.13165,0.04131651,1.02713,1.04132,CLP,ARS,1733746745
CLP/AUD,0.00158836,-0.985,-0.000015801006,0.00158703,0.00161075,CLP,AUD,1733758917
CLP/BRL,0.006203,0.21002,0.000013,0.006173,0.00632017,CLP,BRL,1733758761
CLP/CHF,0.000901877852,0.16346,0.000001471769,0.000899960402,0.000907729315,CLP,CHF,1733758917
CLP/CNY,0.00747095,1.26354,0.000093220748,0.00736915,0.00747095,CLP,CNY,1733746745
CLP/COP,4.55387,13.84663,0.55387,4.49181,4.55387,CLP,COP,1733746745
CLP/EUR,0.000969,0.51867,0.000005,0.000963,0.00098,CLP,EUR,1733758761
CLP/GBP,0.000803364381,0.53365,0.000004264381,0.0007966,0.000808088981,CLP,GBP,1733758879
CLP/JPY,0.15531,1.36952,0.00209825,0.15316,0.15591,CLP,JPY,1733758916
CLP/MXN,0.02073026,1.26477,0.000258915209,0.02044779,0.02073026,CLP,MXN,1733746745
CLP/PEN,0.00383837,1.38142,0.00005230149,0.00378607,0.00383837,CLP,PEN,1733746745
CLP/USD,0.00103063,0.38649,0.00000396791,0.00102581,0.00103327,CLP,USD,1733758910
CNH/AUD,0.21292,-1.0201,-0.00219437,0.2128,0.21527,CNH,AUD,1733758917
CNH/EUR,0.13017,0.13798,0.000179350222,0.12988,0.1303,CNH,EUR,1733758917
CNH/GBP,0.10765,-0.15572,-0.000167892978,0.10755,0.10791,CNH,GBP,1733758917
CNH/HKD,1.07094,0.31238,0.003335,1.0665,1.07094,CNH,HKD,1733758917
CNH/IDR,2183.1,0.3678,8,2174.7,2183.1,CNH,IDR,1733758761
CNH/INR,11.6788,0.50083,0.0582,11.6144,11.6788,CNH,INR,1733758761
CNH/JPY,20.815,1.07313,0.221,20.521,20.82415,CNH,JPY,1733758917
CNH/KRW,196.7,0.61381,1.2,195.53,197.47,CNH,KRW,1733758761
CNH/PHP,7.9833,0.57321,0.0455,7.9471,7.9833,CNH,PHP,1733758761
CNH/SEK,1.50739,0.01507386,0.000227187067,1.5024,1.51035,CNH,SEK,1733758761
CNH/THB,4.6368,-0.78528,-0.0367,4.6255,4.6765,CNH,THB,1733758761
CNH/TWD,4.4635,0.31915,0.0142,4.4469,4.4635,CNH,TWD,1733758761
CNH/USD,0.13779,0.33317,0.000457540243,0.13712,0.13779,CNH,USD,1733758920
CNY/AUD,0.21282,1.34458,0.00282362,0.208,0.21534,CNY,AUD,1733758910
CNY/BGN,0.25453,0.11611,0.000295186987,0.25407,0.25496,CNY,BGN,1733758888
CNY/CAD,0.19442,0.11188,0.00021727627,0.1936,0.19476,CNY,CAD,1733758911
CNY/CHF,0.12084,0.36493,0.00043937386,0.1203,0.12114,CNY,CHF,1733758917
CNY/CLP,133.87663,2.1959,2.87663,131.89718,133.87663,CNY,CLP,1733746745
CNY/DKK,0.97023,-0.09333112,-0.00090637452,0.96941,0.9725,CNY,DKK,1733758888
CNY/EUR,0.13009,-0.000475337616,-0.000000618367,0.12999,0.13041,CNY,EUR,1733758888
CNY/GBP,0.10761,-0.33244,-0.000358947157,0.10758,0.10803,CNY,GBP,1733758888
CNY/HKD,1.07048,0.0825295,0.000882735515,1.0679,1.07097,CNY,HKD,1733758917
CNY/IDR,2180.69327,0.05015938,1.09327,2176.01995,2194.41171,CNY,IDR,1733758888
CNY/INR,11.6858,0.33829,0.03939884,11.544,11.69102,CNY,INR,1733758910
CNY/JPY,20.80758,0.94887,0.19558,20.555,20.85071,CNY,JPY,1733758888
CNY/KRW,196.68581,0.27043,0.53045,195.489,197.94141,CNY,KRW,1733758894
CNY/MYR,0.6094,0.25391,0.0015434,0.60744,0.60982,CNY,MYR,1733758888
CNY/NZD,0.23402,-0.93757,-0.00221491,0.229,0.23691,CNY,NZD,1733758874
CNY/PLN,0.55599,-0.11676,-0.000649916382,0.55329,0.55863,CNY,PLN,1733758761
CNY/SGD,0.18423,-0.22508,-0.000415601263,0.1836,0.18484,CNY,SGD,1733758917
CNY/THB,4.63773,-1.26268,-0.05930881,4.63547,4.69704,CNY,THB,1733758888
CNY/TWD,4.46304,0.02546926,0.00113641,4.45708,4.4721,CNY,TWD,1733758888
CNY/USD,0.13772,0.1143,0.000157236091,0.13734,0.13774,CNY,USD,1733758888
CNY/XAG,0.00426667,-4,-0.000177777778,0.00426667,0.00444879,CNY,XAG,1733758887
CNY/XAU,0.000051503516,-1.21111,-0.000000631409,0.000051449195,0.000052225048,CNY,XAU,1733758887
